id,name,co_code,state_id/id,country_id/id
25317,GUACHETÁ,25317,base.state_co_11,base.co
25320,GUADUAS,25320,base.state_co_11,base.co
25322,GUASCA,25322,base.state_co_11,base.co
25324,GUATAQUÍ,25324,base.state_co_11,base.co
25326,GUATAVITA,25326,base.state_co_11,base.co
25328,GUAYABAL DE SÍQUIMA,25328,base.state_co_11,base.co
25335,GUAYABETAL,25335,base.state_co_11,base.co
25339,GUTIÉRREZ,25339,base.state_co_11,base.co
25368,JERUSALÉN,25368,base.state_co_11,base.co
25372,JUNÍN,25372,base.state_co_11,base.co
25377,LA CALERA,25377,base.state_co_11,base.co
25386,LA MESA,25386,base.state_co_11,base.co
25394,LA PALMA,25394,base.state_co_11,base.co
25398,LA PEÑA,25398,base.state_co_11,base.co
25402,LA VEGA,25402,base.state_co_11,base.co
25407,LENGUAZAQUE,25407,base.state_co_11,base.co
25426,MACHETÁ,25426,base.state_co_11,base.co
25430,MADRID,25430,base.state_co_11,base.co
25436,MANTA,25436,base.state_co_11,base.co
25438,MEDINA,25438,base.state_co_11,base.co
